Household_ID,State,District,Area,Family_Size,Income,Expenses,Savings,Education,Occupation,Own_House,Vehicles,Electricity_Usage,Water_Source,Internet,Bank_Balance,Loan_Amount,Credit_Score
HH01141,Maharashtra,A,Rural,3,89027,90068,-1041,Secondary,Student,No,3,711.9,Tanker,Yes,1666938.38,560431.89,585
HH01142,Punjab,B,Urban,3,48987,24025,24962,Postgraduate,Teacher,No,2,536.3,Borewell,No,1422473.82,427259.73,401
HH01143,Karnataka,B,Urban,8,287026,179434,107592,Graduate,Farmer,Yes,2,643.6,Tanker,No,105128.45,876382.1,542
HH01144,Delhi,C,Urban,5,87901,54306,33595,Postgraduate,Business,Yes,3,545.6,Well,Yes,883436.42,530300.53,717
HH01145,Delhi,A,Urban,5,158051,118142,39909,Secondary,Doctor,Yes,2,743.7,Borewell,No,1564368.08,1486199.25,790
HH01146,Karnataka,B,Urban,4,82851,62919,19932,Postgraduate,Labor,Yes,0,198.8,Tap,Yes,1250782.29,726075.22,612
HH01147,Gujarat,C,Urban,4,36753,35087,1666,Secondary,Doctor,Yes,4,754.5,Well,No,343247.15,517512.4,857
HH01148,Delhi,D,Urban,3,234063,239587,-5524,Primary,Doctor,Yes,2,490.8,Tanker,Yes,1739031.16,1413485.98,750
HH01149,Maharashtra,A,Rural,1,167357,98913,68444,Graduate,Business,No,3,237.1,Tap,No,1059656.57,1093265.87,830
HH01150,Maharashtra,D,Rural,1,226462,166465,59997,Secondary,Teacher,Yes,0,49.1,Tanker,No,1636070.18,508041.47,594
HH01151,Delhi,D,Rural,7,225188,210501,14687,Graduate,Teacher,No,3,392.3,Tap,Yes,1378110.27,177677.16,755
HH01152,Delhi,B,Urban,8,153303,164920,-11617,Postgraduate,Student,No,3,814.5,Well,No,1528985.24,1317729.1,452
HH01153,Maharashtra,C,Urban,2,52370,47734,4636,Secondary,Teacher,No,1,79.7,Borewell,Yes,556957.84,1284917.19,353
HH01154,Delhi,D,Urban,1,281353,268053,13300,Secondary,Student,No,1,198.2,Tanker,Yes,1645905.46,995704.25,337
HH01155,Punjab,D,Rural,8,182893,99203,83690,Primary,Teacher,Yes,3,155.3,Tap,No,1876991.77,512304.82,580
HH01156,Delhi,D,Rural,3,250094,123715,126379,Postgraduate,Farmer,Yes,3,74.0,Borewell,Yes,880155.49,376590.07,312
HH01157,Gujarat,B,Urban,5,13725,11984,1741,Secondary,Doctor,Yes,2,762.4,Tanker,No,24943.8,792240.27,570
HH01158,Karnataka,D,Rural,10,225956,175670,50286,Postgraduate,Teacher,No,1,575.8,Borewell,No,1359818.26,840805.74,708
HH01159,Delhi,C,Urban,7,18245,10042,8203,Secondary,Labor,Yes,0,123.9,Borewell,Yes,1256410.15,288428.37,845
HH01160,Tamil Nadu,B,Rural,1,159104,74107,84997,Primary,Engineer,Yes,1,715.2,Well,No,1624593.71,463709.2,444
HH01161,Tamil Nadu,B,Rural,9,72245,37872,34373,Primary,Business,Yes,1,583.1,Borewell,Yes,1939858.6,591042.29,740
HH01162,Gujarat,C,Rural,2,10672,9172,1500,Secondary,Doctor,Yes,4,745.9,Tanker,Yes,1205618.55,933952.46,861
HH01163,Karnataka,D,Rural,10,271569,113106,158463,Primary,Student,Yes,4,124.7,Well,No,1597351.54,961750.85,695
HH01164,Gujarat,C,Rural,2,196542,131366,65176,Graduate,Farmer,Yes,1,831.9,Tanker,Yes,1875785.91,433611.21,746
HH01165,Maharashtra,A,Rural,5,26738,19390,7348,Postgraduate,Labor,No,4,717.6,Tanker,No,21452.52,237441.57,475
HH01166,Karnataka,B,Urban,10,260289,126890,133399,Graduate,Doctor,Yes,2,621.5,Tanker,No,1146508.65,1296144.18,407
HH01167,Delhi,C,Urban,3,64666,33458,31208,Postgraduate,Farmer,Yes,0,421.8,Well,No,1491606.28,340535.54,667
HH01168,Delhi,A,Urban,8,141888,70997,70891,Postgraduate,Teacher,Yes,1,282.0,Tap,Yes,972971.4,961077.05,801
HH01169,Gujarat,B,Urban,6,55921,26725,29196,Secondary,Doctor,No,1,405.9,Tap,No,1710592.1,870096.01,515
HH01170,Tamil Nadu,C,Rural,3,138507,108531,29976,Primary,Teacher,No,2,251.9,Tanker,No,1395197.89,450937.79,546
HH01171,Delhi,C,Urban,6,146154,136171,9983,Primary,Student,Yes,3,658.4,Tanker,No,772930.37,21248.94,630
HH01172,Karnataka,A,Urban,1,210890,172956,37934,Secondary,Labor,Yes,3,852.9,Borewell,Yes,289832.48,480514.87,314
HH01173,Gujarat,A,Urban,1,294225,221187,73038,Postgraduate,Engineer,Yes,1,724.1,Tanker,No,1875419.61,927736.61,554
HH01174,Tamil Nadu,A,Urban,3,256539,187422,69117,Graduate,Doctor,Yes,2,893.0,Borewell,Yes,1385695.78,1412502.86,759
HH01175,Delhi,C,Urban,5,258816,124468,134348,Graduate,Teacher,Yes,4,504.1,Borewell,No,511549.0,937938.59,458
HH01176,Delhi,D,Rural,7,28733,18262,10471,Graduate,Labor,Yes,4,231.3,Tap,No,1895540.0,1130464.74,682
HH01177,Karnataka,D,Rural,10,176085,96882,79203,Secondary,Business,No,3,227.9,Borewell,No,83441.5,199802.08,731
HH01178,Delhi,C,Urban,2,49992,26164,23828,Postgraduate,Labor,No,0,379.3,Tanker,Yes,1203067.38,1481055.62,695
HH01179,Tamil Nadu,C,Urban,2,101813,41452,60361,Secondary,Student,No,1,277.9,Borewell,No,1788584.66,1260086.95,490
HH01180,Gujarat,B,Rural,10,64136,36799,27337,Secondary,Business,No,0,121.9,Tap,No,978145.27,170960.61,341
HH01181,Maharashtra,C,Rural,3,196960,135270,61690,Secondary,Student,No,3,363.1,Borewell,Yes,1598455.42,412538.35,888
HH01182,Delhi,C,Rural,1,243530,198431,45099,Secondary,Student,Yes,3,367.1,Well,Yes,436358.58,656986.4,698
HH01183,Tamil Nadu,C,Urban,4,212105,173723,38382,Postgraduate,Doctor,No,2,249.2,Well,No,1768972.34,744911.42,717
HH01184,Gujarat,C,Urban,5,22261,18780,3481,Postgraduate,Student,Yes,0,716.7,Well,Yes,1705558.39,1166771.37,850
HH01185,Delhi,A,Urban,1,35946,34467,1479,Primary,Doctor,Yes,2,592.2,Well,Yes,1815380.44,1001445.44,335
HH01186,Maharashtra,D,Urban,4,162659,159617,3042,Postgraduate,Business,Yes,4,87.7,Tanker,No,251808.76,718742.71,471
HH01187,Maharashtra,A,Rural,5,171310,128459,42851,Graduate,Farmer,No,2,63.3,Tap,No,1138995.73,1276041.7,710
HH01188,Karnataka,D,Rural,10,213393,117452,95941,Secondary,Student,Yes,3,586.0,Well,Yes,1667862.18,1019487.6,556
HH01189,Punjab,D,Urban,10,19778,9745,10033,Secondary,Business,Yes,2,563.9,Tap,No,925139.39,111450.72,852
HH01190,Punjab,C,Urban,9,101405,56848,44557,Secondary,Engineer,Yes,3,611.4,Borewell,Yes,323019.65,1337473.37,696
HH01191,Punjab,B,Rural,8,299153,213527,85626,Graduate,Teacher,No,0,564.0,Borewell,No,181420.02,87798.53,821
HH01192,Delhi,C,Rural,6,275062,156055,119007,Postgraduate,Farmer,No,0,499.5,Well,No,27179.2,844111.95,684
HH01193,Tamil Nadu,C,Urban,2,92879,61754,31125,Secondary,Labor,No,4,270.2,Borewell,Yes,764385.02,539820.77,557
HH01194,Gujarat,C,Rural,5,290040,155763,134277,Secondary,Doctor,Yes,1,695.4,Tanker,No,1747907.4,779605.01,739
HH01195,Gujarat,A,Rural,1,176889,175153,1736,Primary,Business,Yes,0,506.7,Borewell,Yes,1108827.19,931510.52,735
HH01196,Delhi,A,Urban,7,250787,195293,55494,Primary,Engineer,No,1,324.0,Borewell,Yes,580817.73,224767.85,503
HH01197,Karnataka,B,Urban,4,56363,29808,26555,Secondary,Labor,Yes,4,320.6,Tap,No,1167771.17,632268.56,793
HH01198,Gujarat,B,Urban,7,99773,77369,22404,Secondary,Teacher,Yes,2,577.6,Tanker,Yes,919009.01,1000418.43,392
HH01199,Tamil Nadu,A,Rural,5,174159,173744,415,Primary,Teacher,No,2,722.2,Tap,Yes,448966.57,1425661.87,819
HH01200,Tamil Nadu,D,Rural,10,273331,218360,54971,Secondary,Teacher,No,2,561.0,Borewell,Yes,1883374.31,1187928.14,518
HH01201,Tamil Nadu,D,Urban,4,284601,291814,-7213,Secondary,Student,No,4,638.8,Borewell,No,908703.79,189317.39,608
HH01202,Maharashtra,B,Urban,8,183440,193560,-10120,Primary,Labor,No,2,683.2,Tanker,Yes,324728.9,82434.88,657
HH01203,Delhi,C,Urban,6,161814,86435,75379,Secondary,Teacher,Yes,2,249.3,Tap,No,17583.88,1406995.04,425
HH01204,Delhi,B,Urban,3,17161,15684,1477,Graduate,Engineer,Yes,2,214.7,Well,No,1748529.39,78798.64,327
HH01205,Gujarat,B,Rural,9,141788,76089,65699,Secondary,Teacher,No,3,768.4,Tanker,Yes,32049.7,221163.1,589
HH01206,Tamil Nadu,C,Urban,8,118251,55181,63070,Postgraduate,Engineer,Yes,1,196.4,Tanker,Yes,212139.77,723474.5,575
HH01207,Karnataka,B,Rural,10,152772,137761,15011,Postgraduate,Engineer,Yes,3,530.8,Tap,Yes,1264174.28,604330.73,342
HH01208,Karnataka,D,Rural,5,290294,191504,98790,Primary,Business,No,0,526.2,Tanker,No,1293154.87,723140.61,403
HH01209,Maharashtra,C,Urban,5,144044,128738,15306,Primary,Student,Yes,4,371.3,Borewell,Yes,249157.09,423537.1,305
HH01210,Maharashtra,C,Urban,9,249856,237116,12740,Postgraduate,Student,No,0,331.2,Well,No,560715.56,775046.34,335
HH01211,Gujarat,A,Rural,2,144887,81326,63561,Graduate,Business,No,4,884.1,Tap,No,561732.16,551791.74,374
HH01212,Delhi,A,Rural,3,24954,17232,7722,Postgraduate,Doctor,No,0,43.9,Well,No,118879.7,1254467.46,506
HH01213,Punjab,C,Rural,8,167790,183532,-15742,Primary,Teacher,Yes,2,147.5,Tanker,Yes,1840383.89,242895.64,785
HH01214,Tamil Nadu,D,Urban,6,230475,102029,128446,Secondary,Doctor,No,0,883.6,Tap,Yes,1743419.83,1377129.76,769
HH01215,Karnataka,C,Rural,3,162231,128935,33296,Secondary,Business,No,3,277.7,Tap,No,893405.29,15491.64,717
HH01216,Delhi,D,Rural,6,69584,36535,33049,Graduate,Farmer,No,0,719.0,Tap,Yes,173562.21,88108.97,789
HH01217,Punjab,B,Urban,5,175613,163715,11898,Graduate,Engineer,No,0,206.9,Well,No,421107.32,945090.12,756
HH01218,Punjab,B,Urban,3,65039,71194,-6155,Secondary,Labor,No,2,298.0,Tanker,Yes,1478901.92,554023.67,826
HH01219,Punjab,D,Rural,8,130917,61037,69880,Secondary,Student,Yes,1,226.7,Borewell,Yes,1774157.61,755154.51,889
HH01220,Maharashtra,D,Rural,2,239746,167434,72312,Secondary,Engineer,Yes,3,847.6,Tanker,No,934497.85,1431717.42,878
HH01221,Gujarat,B,Rural,5,130476,64776,65700,Secondary,Farmer,Yes,3,307.9,Tanker,No,1548601.32,404221.36,862
HH01222,Gujarat,B,Urban,3,280327,284563,-4236,Primary,Teacher,No,2,218.1,Well,Yes,1662027.12,1169358.01,645
HH01223,Punjab,C,Urban,9,12801,11120,1681,Secondary,Labor,Yes,4,154.6,Tap,No,171258.38,678000.38,887
HH01224,Karnataka,B,Urban,10,282017,251512,30505,Secondary,Engineer,Yes,1,342.3,Borewell,No,918129.28,159900.54,416
HH01225,Tamil Nadu,D,Rural,10,5503,4892,611,Secondary,Business,No,3,796.2,Borewell,No,1423991.25,852543.32,449
HH01226,Tamil Nadu,B,Rural,7,259117,242925,16192,Secondary,Farmer,No,0,647.2,Well,No,1882892.34,823133.78,566
HH01227,Punjab,D,Urban,9,11435,6537,4898,Primary,Engineer,Yes,0,246.3,Tanker,Yes,62611.25,1368314.67,760
HH01228,Punjab,A,Urban,3,48183,27155,21028,Secondary,Doctor,Yes,1,76.3,Borewell,Yes,1196686.04,1152968.13,312
HH01229,Maharashtra,B,Rural,6,69295,40850,28445,Postgraduate,Student,No,1,205.6,Well,No,821532.0,380541.51,627
HH01230,Gujarat,B,Rural,8,15828,9452,6376,Secondary,Student,Yes,1,878.1,Borewell,No,1219680.34,745841.88,373
HH01231,Maharashtra,C,Rural,5,23167,9948,13219,Secondary,Business,No,3,528.9,Tap,Yes,286759.71,444896.32,592
HH01232,Gujarat,D,Rural,2,259485,183229,76256,Secondary,Labor,No,4,400.4,Tap,Yes,1662816.0,1094517.02,746
HH01233,Karnataka,B,Urban,2,242118,214680,27438,Primary,Engineer,No,3,795.0,Well,No,553346.62,783298.7,456
HH01234,Karnataka,B,Rural,5,132688,126887,5801,Graduate,Teacher,Yes,1,581.5,Well,No,1881101.8,11330.36,510
HH01235,Maharashtra,B,Urban,6,154212,149235,4977,Secondary,Teacher,Yes,3,200.2,Tap,Yes,1292929.59,477802.79,758
HH01236,Punjab,B,Rural,8,203548,182886,20662,Graduate,Student,Yes,4,61.0,Well,Yes,1555523.35,358805.13,315
HH01237,Maharashtra,A,Urban,10,54288,21886,32402,Primary,Student,No,3,154.2,Tanker,No,530852.42,272336.32,395
HH01238,Punjab,C,Urban,10,111854,79304,32550,Postgraduate,Labor,No,1,433.7,Tanker,Yes,1504448.89,328183.64,769
HH01239,Tamil Nadu,A,Urban,6,116880,89251,27629,Secondary,Labor,No,2,884.3,Tanker,No,145282.07,1444229.48,507
HH01240,Karnataka,C,Urban,9,137785,127363,10422,Graduate,Business,Yes,3,326.9,Well,Yes,1147659.62,860905.49,784
HH01241,Punjab,A,Rural,10,69915,74073,-4158,Secondary,Farmer,Yes,2,770.4,Borewell,Yes,706824.84,1263327.4,498
HH01242,Tamil Nadu,C,Rural,4,134677,113313,21364,Graduate,Business,No,2,161.0,Borewell,Yes,1871986.68,1457404.66,665
HH01243,Delhi,A,Urban,8,80309,51456,28853,Graduate,Business,No,2,476.3,Borewell,No,1195405.31,128793.91,692
HH01244,Karnataka,A,Rural,2,148846,79027,69819,Secondary,Teacher,No,0,591.2,Tap,Yes,13338.45,1209564.74,743
HH01245,Maharashtra,B,Rural,4,77767,72380,5387,Primary,Teacher,Yes,2,134.6,Tap,No,1264493.02,754660.32,850
HH01246,Tamil Nadu,B,Urban,1,43989,31945,12044,Secondary,Doctor,No,1,477.4,Borewell,No,1892222.99,411155.24,442
HH01247,Tamil Nadu,B,Urban,1,160819,100666,60153,Secondary,Teacher,No,3,345.4,Borewell,No,27577.35,581995.44,344
HH01248,Maharashtra,D,Urban,6,93744,53147,40597,Graduate,Farmer,Yes,3,284.3,Well,No,150274.05,1079641.43,328
HH01249,Delhi,A,Rural,9,272800,183735,89065,Primary,Business,Yes,0,508.9,Tanker,Yes,210410.27,265490.16,607
HH01250,Karnataka,C,Rural,8,38481,22415,16066,Secondary,Engineer,No,2,858.4,Tanker,No,505724.41,740476.96,894
HH01251,Punjab,B,Urban,5,206205,193916,12289,Primary,Farmer,Yes,2,483.6,Borewell,Yes,1908323.2,1309861.92,704
HH01252,Tamil Nadu,A,Urban,7,145029,140839,4190,Postgraduate,Labor,No,4,241.4,Well,No,1674425.0,504663.54,846
HH01253,Maharashtra,A,Rural,3,130128,53939,76189,Secondary,Labor,No,4,168.7,Tanker,No,1040117.05,1028217.59,724
HH01254,Karnataka,D,Rural,3,176588,116530,60058,Secondary,Student,No,1,537.2,Well,Yes,576941.0,289058.06,769
HH01255,Tamil Nadu,C,Urban,2,20393,14023,6370,Graduate,Farmer,Yes,2,271.1,Borewell,No,250023.9,551929.18,558
HH01256,Delhi,B,Rural,7,210864,127645,83219,Graduate,Engineer,Yes,2,793.9,Borewell,No,1142071.75,475560.65,349
HH01257,Delhi,D,Rural,8,138183,119036,19147,Secondary,Labor,No,2,186.2,Tanker,No,313910.09,836815.81,889
HH01258,Maharashtra,C,Urban,2,256455,183060,73395,Secondary,Business,Yes,1,246.5,Tanker,Yes,1071192.94,990084.7,552
HH01259,Karnataka,B,Urban,5,89480,90575,-1095,Secondary,Student,Yes,4,110.0,Borewell,Yes,1960561.21,393569.76,523
HH01260,Karnataka,B,Rural,7,60226,44700,15526,Secondary,Farmer,No,1,715.6,Tanker,Yes,1085409.87,1241113.68,649
HH01261,Delhi,D,Urban,1,76323,50297,26026,Postgraduate,Engineer,Yes,4,289.0,Borewell,Yes,882254.46,172296.88,334
HH01262,Maharashtra,A,Rural,10,255184,205051,50133,Graduate,Student,No,0,477.9,Tap,Yes,1865594.86,797032.4,301
HH01263,Punjab,C,Rural,8,244191,190131,54060,Secondary,Doctor,Yes,0,764.2,Tap,No,84497.18,1058826.4,670
HH01264,Karnataka,B,Rural,8,204098,121223,82875,Postgraduate,Student,No,3,822.9,Tanker,Yes,1517486.96,887410.65,536
HH01265,Tamil Nadu,D,Urban,4,221713,233261,-11548,Secondary,Doctor,No,4,556.9,Tap,No,740813.02,271481.47,730
HH01266,Karnataka,B,Rural,3,139864,90316,49548,Secondary,Engineer,No,3,36.1,Well,No,1064383.77,59600.47,691
HH01267,Gujarat,C,Rural,3,295298,265550,29748,Secondary,Student,Yes,3,451.8,Well,Yes,818135.6,555526.35,469
HH01268,Karnataka,C,Rural,7,176911,143517,33394,Graduate,Engineer,Yes,2,165.7,Tap,No,1972883.39,952580.01,383
HH01269,Maharashtra,A,Rural,4,21061,9587,11474,Secondary,Farmer,Yes,1,452.9,Borewell,No,1154153.13,520875.38,384
HH01270,Karnataka,B,Rural,5,177135,178528,-1393,Secondary,Labor,No,0,164.6,Borewell,No,1499801.18,327896.91,844
HH01271,Karnataka,C,Rural,2,107459,109296,-1837,Secondary,Labor,Yes,4,585.9,Tanker,Yes,1414955.72,890186.58,460
HH01272,Tamil Nadu,C,Urban,6,49121,51196,-2075,Postgraduate,Farmer,Yes,2,349.5,Tanker,No,1658649.01,355163.31,549
HH01273,Tamil Nadu,C,Urban,1,249574,128109,121465,Postgraduate,Labor,Yes,0,222.7,Borewell,No,824556.99,1407594.91,747
HH01274,Gujarat,C,Urban,9,132231,144575,-12344,Graduate,Student,Yes,3,228.0,Tap,No,1956914.5,1358856.42,553
HH01275,Maharashtra,B,Rural,6,258191,241128,17063,Postgraduate,Student,Yes,3,54.4,Borewell,Yes,1433034.03,767363.48,368
HH01276,Delhi,A,Urban,2,298094,141755,156339,Graduate,Business,No,1,871.1,Tanker,Yes,1540409.75,964509.77,846
HH01277,Tamil Nadu,B,Urban,4,273442,124197,149245,Secondary,Business,No,2,691.9,Tanker,Yes,530299.76,135661.94,631
HH01278,Delhi,D,Rural,3,68282,74620,-6338,Graduate,Engineer,No,1,349.5,Tap,Yes,1373685.12,807530.06,728
HH01279,Maharashtra,B,Urban,6,224883,124015,100868,Graduate,Engineer,Yes,2,668.9,Tap,No,1665528.86,273847.91,732
HH01280,Delhi,C,Rural,1,220130,129026,91104,Postgraduate,Farmer,No,0,235.6,Well,No,1138915.88,507856.97,623
HH01281,Punjab,A,Urban,1,126440,115551,10889,Secondary,Farmer,No,2,861.3,Well,No,1703946.38,893042.92,854
HH01282,Gujarat,D,Rural,1,139731,105553,34178,Primary,Labor,Yes,1,243.4,Tap,No,676921.85,1053673.63,320
HH01283,Tamil Nadu,D,Rural,8,27256,25663,1593,Graduate,Doctor,No,1,208.9,Tap,No,1988143.16,922582.81,889
HH01284,Maharashtra,A,Urban,7,227763,141855,85908,Secondary,Teacher,Yes,2,278.7,Tanker,Yes,1503942.16,81763.26,345
HH01285,Karnataka,D,Rural,8,258137,265419,-7282,Postgraduate,Doctor,Yes,1,789.4,Tap,Yes,1420247.48,1169311.98,817
HH01286,Karnataka,D,Rural,9,245861,210890,34971,Primary,Engineer,No,3,448.9,Well,Yes,1666184.92,959643.22,767
HH01287,Punjab,C,Urban,7,197515,86569,110946,Secondary,Doctor,No,2,278.4,Tanker,No,722843.94,682807.03,793
HH01288,Gujarat,A,Urban,10,74040,75570,-1530,Secondary,Teacher,No,0,409.4,Well,Yes,1482695.43,664427.49,713
HH01289,Karnataka,D,Urban,1,139610,74459,65151,Postgraduate,Business,No,4,457.5,Well,No,1067247.99,1061530.0,641
HH01290,Gujarat,B,Rural,6,92194,71353,20841,Graduate,Labor,Yes,3,819.2,Tap,No,1964706.77,588705.3,568
HH01291,Punjab,C,Urban,8,101405,59998,41407,Postgraduate,Farmer,No,4,772.0,Well,Yes,1344344.34,278488.39,557
HH01292,Karnataka,B,Rural,6,289192,312790,-23598,Postgraduate,Business,Yes,1,91.5,Well,Yes,929930.42,816892.36,770
HH01293,Tamil Nadu,B,Rural,8,155685,140879,14806,Secondary,Doctor,Yes,2,761.3,Tanker,No,1152938.28,1273195.12,752
HH01294,Delhi,A,Rural,5,15955,14989,966,Graduate,Business,Yes,3,131.4,Tap,Yes,658177.91,455396.9,837
HH01295,Karnataka,A,Rural,10,93018,74378,18640,Secondary,Teacher,No,1,731.2,Tap,No,974376.31,504358.51,715
HH01296,Delhi,C,Rural,10,132726,123667,9059,Primary,Engineer,Yes,4,632.0,Tap,Yes,382406.53,844366.35,769
HH01297,Punjab,A,Urban,2,45758,29329,16429,Postgraduate,Farmer,Yes,2,663.1,Tap,Yes,1290865.94,254974.66,684
HH01298,Karnataka,A,Urban,4,207442,192299,15143,Postgraduate,Business,Yes,4,670.3,Tap,Yes,877150.78,638008.1,819
HH01299,Maharashtra,A,Urban,7,285545,249969,35576,Graduate,Business,Yes,3,64.2,Borewell,Yes,1056936.98,770930.7,526
HH01300,Karnataka,D,Rural,5,49727,26460,23267,Graduate,Teacher,No,4,761.0,Well,No,1333881.94,325971.33,569
HH01301,Maharashtra,C,Urban,7,46645,27160,19485,Graduate,Engineer,No,3,130.2,Well,No,1718150.43,566366.49,782
HH01302,Maharashtra,A,Rural,5,59165,35508,23657,Secondary,Business,No,4,227.1,Well,Yes,1879785.56,1138477.5,836
HH01303,Gujarat,A,Rural,9,68752,71213,-2461,Graduate,Business,No,4,571.8,Tanker,No,1766033.94,1371178.4,565
HH01304,Delhi,B,Rural,3,44463,30940,13523,Secondary,Engineer,Yes,4,577.0,Borewell,Yes,158098.28,1066854.56,475
HH01305,Tamil Nadu,A,Rural,4,120436,78579,41857,Secondary,Business,No,0,660.0,Well,Yes,398787.25,894623.72,333
HH01306,Gujarat,C,Rural,9,149036,66417,82619,Postgraduate,Labor,Yes,0,745.3,Borewell,Yes,1764789.17,146390.2,521
HH01307,Punjab,C,Urban,1,205925,92428,113497,Secondary,Business,Yes,1,489.8,Borewell,Yes,1644264.01,134649.6,802
HH01308,Delhi,B,Rural,8,289144,280670,8474,Primary,Labor,Yes,0,546.2,Tap,No,761991.78,757445.82,629
HH01309,Maharashtra,A,Urban,6,181570,183139,-1569,Primary,Labor,Yes,3,899.1,Well,Yes,429232.88,1100722.29,519
HH01310,Tamil Nadu,A,Rural,7,89676,45085,44591,Postgraduate,Student,Yes,1,130.0,Well,No,1289303.68,636451.25,565
HH01311,Gujarat,B,Rural,4,36187,30936,5251,Secondary,Doctor,Yes,1,319.8,Borewell,No,1388527.65,1182623.15,489
HH01312,Maharashtra,A,Rural,5,80158,65493,14665,Primary,Engineer,Yes,3,245.7,Borewell,Yes,1104626.6,135118.47,646
HH01313,Tamil Nadu,B,Rural,4,253097,251619,1478,Graduate,Business,No,4,506.2,Borewell,Yes,1141071.79,607520.01,451
HH01314,Delhi,B,Urban,6,157573,134384,23189,Postgraduate,Business,No,0,647.0,Tap,Yes,303322.12,1413905.19,861
HH01315,Karnataka,C,Urban,9,175730,143316,32414,Postgraduate,Farmer,No,1,598.4,Tanker,Yes,1336364.3,835381.57,618
HH01316,Punjab,C,Rural,10,273888,116677,157211,Postgraduate,Doctor,Yes,2,138.8,Well,Yes,1020127.2,733484.44,628
HH01317,Karnataka,A,Rural,1,36399,16876,19523,Secondary,Engineer,Yes,2,796.4,Borewell,No,1823672.23,1092284.15,579
HH01318,Punjab,C,Urban,4,13338,7980,5358,Postgraduate,Labor,No,1,888.8,Tap,Yes,730182.0,616865.27,811
HH01319,Karnataka,D,Rural,8,278003,215376,62627,Secondary,Teacher,Yes,1,782.3,Tap,Yes,84772.69,727925.13,380
HH01320,Tamil Nadu,A,Rural,4,217134,94269,122865,Secondary,Teacher,Yes,1,92.3,Tap,Yes,172630.06,357680.37,826
HH01321,Karnataka,C,Urban,7,238194,226740,11454,Primary,Doctor,No,4,367.1,Tanker,No,1353354.07,1264283.2,451
HH01322,Tamil Nadu,B,Urban,10,65018,26182,38836,Secondary,Student,No,3,312.0,Well,No,401300.3,139061.14,738
HH01323,Tamil Nadu,B,Rural,8,191882,151402,40480,Graduate,Business,Yes,3,510.4,Tanker,No,248017.15,757217.0,900
HH01324,Punjab,D,Urban,6,92606,86482,6124,Secondary,Labor,Yes,0,387.1,Tanker,No,1754261.86,448377.26,769
HH01325,Tamil Nadu,B,Rural,9,24878,14250,10628,Primary,Doctor,Yes,2,483.3,Borewell,Yes,618248.87,373190.29,318
HH01326,Karnataka,B,Rural,1,85524,40162,45362,Secondary,Labor,No,2,655.9,Borewell,Yes,1083711.8,636236.32,723
HH01327,Maharashtra,B,Rural,5,159855,102541,57314,Secondary,Student,Yes,3,248.9,Borewell,Yes,32950.7,275760.07,434
HH01328,Punjab,D,Urban,1,45175,38623,6552,Postgraduate,Farmer,Yes,4,261.1,Well,No,601869.52,1279349.87,597
HH01329,Punjab,C,Rural,7,169289,144028,25261,Graduate,Teacher,No,0,194.6,Borewell,Yes,1815486.8,1278375.78,449
HH01330,Tamil Nadu,A,Urban,7,140932,137086,3846,Primary,Doctor,Yes,4,105.0,Borewell,Yes,1980133.18,50282.4,549
HH01331,Delhi,C,Rural,3,108792,112470,-3678,Postgraduate,Doctor,Yes,0,245.7,Well,Yes,261349.33,1306885.45,534
HH01332,Punjab,D,Urban,8,282578,123219,159359,Graduate,Farmer,No,0,104.8,Tap,Yes,1393085.51,1108020.91,461
HH01333,Maharashtra,A,Urban,3,198971,95070,103901,Graduate,Business,Yes,1,383.1,Tanker,No,1429937.2,987398.72,695
HH01334,Punjab,B,Urban,10,152107,142461,9646,Primary,Engineer,Yes,4,416.8,Tap,No,883363.65,211217.35,657
HH01335,Delhi,D,Urban,9,72171,51431,20740,Primary,Doctor,Yes,0,471.9,Borewell,Yes,78116.89,938569.12,658
HH01336,Tamil Nadu,A,Rural,6,61430,59062,2368,Postgraduate,Student,Yes,0,353.4,Tap,Yes,933728.58,534568.55,374
HH01337,Karnataka,A,Urban,1,107144,53100,54044,Graduate,Engineer,Yes,2,843.2,Tanker,Yes,559696.73,1316872.3,735
HH01338,Tamil Nadu,B,Urban,9,187954,194800,-6846,Graduate,Labor,Yes,2,67.9,Tap,No,1185813.74,13507.44,780
HH01339,Maharashtra,C,Rural,2,210369,222194,-11825,Postgraduate,Farmer,Yes,0,162.3,Tap,Yes,728522.73,1204889.69,362
HH01340,Punjab,C,Rural,4,235075,184345,50730,Secondary,Farmer,Yes,1,856.6,Tap,Yes,203809.05,371518.34,895
HH01341,Punjab,A,Urban,6,100212,94544,5668,Primary,Student,Yes,0,411.0,Well,No,1534608.04,1335046.72,657
HH01342,Maharashtra,B,Urban,1,277811,249063,28748,Graduate,Teacher,Yes,2,207.9,Tanker,No,1851437.21,646101.22,560
HH01343,Tamil Nadu,B,Rural,6,212241,93591,118650,Primary,Farmer,Yes,1,604.5,Borewell,Yes,1470973.86,258758.23,372
HH01344,Punjab,D,Rural,6,16775,16322,453,Primary,Labor,Yes,3,655.3,Well,Yes,184517.27,1471216.47,654
HH01345,Delhi,C,Rural,8,107045,55500,51545,Postgraduate,Doctor,Yes,2,294.2,Borewell,No,1408489.0,1082603.56,844
HH01346,Gujarat,A,Rural,4,109998,120036,-10038,Postgraduate,Doctor,Yes,1,697.3,Tap,Yes,107396.13,1444458.81,647
